人民日报,官方媒体,1月21日,武汉市民通知,0.6373219,https://weibo.com/2803301701/IqyHisK4l?refer_flag=1001030103_&type=comment#_rnd1598276199162,【#武汉给市民朋友的一封信#：#你能我能武汉能#[加油]】市民朋友们：自我市发现新型冠状病毒感染的肺炎病例以来，一场关系到每一位市民生命健康的疫情防控战已经打响。面对这场突如其来的疫情，广大市民理性对待，积极支持和参与防控工作，特别是广大医护人员，夜以继日地奋战在救治工作第一线，展现出高尚的医德和无私奉献的精神。在此，向广大市民表示衷心的感谢，向广大医护工作者致以崇高的敬意！疫情发生后，党中央、国务院非常重视，习近平总书记作出重要指示，李克强总理作出批示，为我们全面做好疫情防控工作，指明了方向，坚定了信心。国家卫健委的专家组一直在汉开展工作。目前，全市防控工作正按照统一部署有序展开。但疫情防控形势依然严峻，防控疫情，人人有责，每个人都可以为防控出力：出门戴口罩，不要不习惯；勤洗手，不要嫌麻烦；常通风，不要不当回事；不随地吐痰，不乱扔乱倒；少去人多的地方，没有要紧的事不离开武汉；不信谣，不传谣；如果感觉不适，要及时去医院就诊，等等。武汉是一座勇于面对困难、不断战胜困难的城市，类似的情况，我们不是第一次遇到。1998年迎战特大洪水、2003年抗击“非典”，我们一路走过，战果出色。面对新型冠状病毒感染的肺炎疫情，我们坚信，有习近平总书记的亲切关怀，有党中央、国务院的坚强领导和决策部署，有省委省政府的周密安排，我们万众一心、众志成城，认真做好各项防控防护工作，就一定能够打赢这场疫情防控战。从我做起，从现在做起，从每一个卫生习惯做起，你能，我能，武汉能！中共武汉市委武汉市人民政府2020年1月21日????
中国青年报,官方媒体,5月2日,五四致敬战疫青年,0.52475893,https://weibo.com/1726918143/J01SMgPdf?refer_flag=1001030103_&type=comment#_rnd1598276355890,#五四致敬战疫青年# #青春万岁#各地应急响应级别陆续下调，我们正在走向痊愈。回望这些年轻医务人员的脸，不应忘记，正是他们在危难之下，白衣执甲，毅然逆行，为我们筑起血肉长城。感恩提灯天使，致敬最可爱的人！春暖花开，等到疫情完全解除，无论你是从医还是就医，请记住医患之间的休戚与共、唇齿相依，请把感动变为尊重，请说一声#谢谢你保护了我们#
共青团中央,政府机构,4月8日,武汉解封，演唱歌曲,0.1662339,https://weibo.com/3937348351/ICltC5bHd?refer_flag=1001030103_&type=comment,【这曲《手足》，唱出了守望相助的无私与刻骨铭心的感动[武汉加油]】英雄的城，英雄来守护你的付出，我铭心刻骨每一个阵地，你我坚守住冬去春来，花开满树你我并肩看江花日出……4月8日，#武汉解封#。共青团中央社会联络部、@中国新闻社、武汉市委宣传部联合指导，@中新视频、@长江云官方微博、老孙文化联合出品的歌曲《手足》MV，由@孙涌智 作词作曲，湖北代表@杨威YYY @贾玲 @张新成 @蔡文静，全国演员代表@Dear-迪丽热巴 @Crystal张天爱 @魏大勋 @俞灏明 联袂演唱。L共青团中央的秒拍视频
央视新闻,官方媒体,2月13日,正确戴口罩教程，张艺兴,0.42281887,https://weibo.com/2656274875/ItZHWtZCb?refer_flag=1001030103_&type=comment,【#如何科学节约口罩#？跟着张艺兴学起来】张艺兴@努力努力再努力x ：如果你的口罩只是外出或通勤时短暂地戴过，在没有污损、未触碰口罩内部的情况下，在通风处正确存放，口罩是可以再次使用的。科学地重复使用口罩，既要“省”又要“防”，尽可能的保护好自己。#共同战疫#，我们一起努力！L央视新闻的微博视频
中国新闻网,官方媒体,2月1日,湖北红十字会发布声明,0.38851523,https://weibo.com/1784473157/IsceDvd5f?refer_flag=1001030103_&type=comment#_rnd1598277727360,【#湖北红十字会发布声明#：深感痛心、自责、内疚，#湖北红十字会将对责任人追责#】近期，湖北省红十字会捐赠物资分配问题受到媒体和网民的高度关注和质疑，我们对物资分配中存在的问题深感痛心、自责和内疚，对媒体和网民的监督和批评表示衷心的感谢！现就媒体和网民关心的问题说明如下：一、关于分配给仁爱医院口罩的问题。2020年1月26日下午，我单位收到一家爱心企业捐赠KN95口罩3.6万只的意向。KN95口罩不在新型冠状病毒肺炎疫情防控用品清单目录内，我单位根据1月26日上午仁爱医院等单位的紧急求助信息，协调捐赠方于1月27日下午由捐赠方捐赠给武汉科技大学附属天佑医院1.8万只、仁爱医院1.8万只口罩。仁爱医院在1月24日以前，设有发热诊室和隔离观察室。二、关于协和医院3000只口罩的问题。2020年1月26日，一位爱心人士定向捐赠协和医院3000只口罩。三、关于省红十字会内部管理问题。我单位连夜召开党组会议，深刻查找捐赠物资接受分配中的管理问题，对存在的审核把关不严、执行程序不严格、工作不细致、作风不扎实等问题，会党组作出深刻检讨，并将对直接责任人依纪依规追责。下一步，省红十字会将痛定思痛、举一反三、认真整改，进一步压实责任、转变作风，全程接受纪检监察部门监督，接受广大媒体和网民的监督，以更加严谨的工作态度，严格按职责、按规定、按程序接受和使用好社会各界捐赠的款物，竭尽全配合做好疫情防控工作。湖北省红十字会2020年2月1日
努力努力再努力x,娱乐明星,1月31日,张艺兴联名蒙牛致敬,0.5453163,https://weibo.com/2706896955/Is5bHoD0T?refer_flag=1001030103_&type=comment,#勇战疫情中国要强# 我为中国加油！我和蒙牛一起向奋战中的白衣天使致敬！#抗击新型肺炎企业公益在行动# //@纯甄:万众一心，全力战“疫”！中国加油！用心守护，我们一定赢！@蒙牛乳业#勇战疫情中国要强##蒙牛集团追加捐赠6.6亿，向白衣天使致敬#[中国赞]疫情无情人有情，在中粮集团领导下，在已经捐赠8000万款物基础上，蒙牛集团31日宣布追加捐赠6.6亿产品，助力白衣天使！这是9天内蒙牛的第6次捐赠。蒙牛是全国第一家开展捐赠，并将产品最先送达武汉医院的乳企。中国加油！@微公益 ????
UNINE_李汶翰,娱乐明星,2月11日,#记录抗疫时光 菜品推荐,0.8308037,https://weibo.com/5619426492/ItHV7aa92?refer_flag=1001030103_&type=comment#_rnd1598278584291,#记录抗疫时光# #全民抗疫特别节目# 想给老爸老妈做个菜，大家有什么菜品推荐？从评论里面选一个，厨神要显身手了[doge][doge][doge] O绿洲 ????
叫人家楚倩了啦,普通用户,1月24日,野味东北讨论,0.98364323,https://weibo.com/3197090834/IqZw4BX7a?refer_flag=1001030103_&type=comment#_rnd1598278536524,#辽宁累计确诊4例新型肺炎#沈阳也有，朝阳也有[泪]我们东北人除了蘸酱菜啥都不生吃啊，冬天都是买几百斤大白菜炖着吃，野菜也就吃点木耳、蘑菇、婆婆丁，野生动物我们这都是东北虎啊熊瞎子我们也打不过，也跑不过，更不敢吃啊，放过东北吧[泪] ????
互联网俊明说,自媒体,2月27日,钟南山提醒病毒相关知识,0.67437327,https://weibo.com/1746575865/Iw7HBxMUK?refer_flag=1001030103_,#每日知新#NO.145 #钟南山 身体里出现足够抗体不会再感染#。他指出，一般来说，病毒的感染规律都一样，只要身体里出现了IgG抗体，且增高了很多，病人不会再感染。至于肠道、粪便里还有些残余，是病人有自己的规律。同时他表示，现在形势变化了，国外涨得比国内快，建议发展得很快、病毒蔓延得很快的国家，应该参考我们，早发现，早隔离。之前他也预测此次病毒极可能来自野生动物， R互联网俊明说的微博投票
山东省教育厅,政府机构,5月14日,山东开学复课,0.26666024,https://weibo.com/2486759125/J1RKS2uPq?refer_flag=1001030103_,#山东开学时间# 【山东各学段复学复课时间确定！】经省委新冠肺炎疫情处置工作领导小组（指挥部）研究同意，高中（含中职、技工类院校，下同）、初中学校和高校非毕业年级及小学、幼儿园、特教学校自5月中下旬起陆续复学复课。通过开学条件核验的高校（含驻鲁部属高校）非毕业年级学生5月18日―28日陆续返校复课，具体时间由驻地市会同高校研究确定。高中和初中非毕业年级、小学3―6年级5月18日―28日陆续复学复课；小学1―2年级、幼儿园自6月上旬起陆续复学复课；特教学校、校外培训机构6月份复学复课。没有毕业年级的高中、初中学校和小学、幼儿园、特教学校、校外培训机构复学复课前须通过开学条件核验，核验不合格不得开学。各地按照属地管理原则，综合考虑区域疫情风险等级和学生学段、年级、就读方式、生源地等因素，分期分批组织错时错峰复学复课。高中非毕业年级具体复学复课时间，由各市按照“市域同步”原则确定；初中非毕业年级、小学、幼儿园具体复学复课时间，由各县（市、区）按照“县域同步”原则确定。原则上，特教学校在普通中小学、幼儿园全部复学后再复课；校外培训机构在普通中小学复学后再安排线下复课。
头条新闻,官方媒体,1月26日,武汉封城，500万人进入,0.22957404,https://weibo.com/1618051664/IrjRo3PqA?refer_flag=1001030103_,#500万人离开武汉#武汉市长：因为春节和疫情的影响，目前有#500多万人离开武汉#，还有900万人留在城里。（第一财经） ????
每日经济新闻,官方媒体,4月1日,美国拒绝中国口罩,0.6066129,https://weibo.com/1649173367/IBjmg4VmV?refer_flag=1001030103_,#美国拒绝进口中国KN95口罩#【美国疫情严重却拒绝进口中国KN95口罩  #美国医护人员谈论物资短缺被解雇#】据海外网4月1日报道，近日，美国至少有两名医护人员因公开表示需要更多的新冠病毒检测和防护设备而被医院解雇，美国各地的医院都警告医生和护士“不要将新冠病毒造成的医疗用品短缺情况公之于众”。据悉，全国各地的医院都接到了“媒体禁言令”。但是就在疫情已经如此严重的情况下，美国新闻网站BuzzFeed 3月29日的报道称，“病例激增口罩短缺，但美国拒绝中国的KN95口罩”。
CardiBArchive,娱乐明星,3月21日,Cardi直播质疑TRUMP,0.49586764,https://weibo.com/6834594463/IzEkLs2oR?refer_flag=1001030103_,【中字】卡姐Cardi B今日直播声援中国人 赞叹中国政策实施精准的同时对美国某Tr*mp提出质疑居家隔离第四天的美国小品演员卡碟碧Cardi B又收到一顶红色新假发，迫不及待打开直播和网友唠嗑。某卡提及中国武汉封城期间的防疫措施????，米国ZF的不作为，以及外媒针对中国进行的歪曲事实的一些报道。预备党员卡碟碧大吼中国牛批，且卡姐今日的直播约有100万人观看
南方都市报,官方媒体,5月15日,教育部回应老师课堂应援肖战,0.6868444,https://weibo.com/1644489953/J237sip21?refer_flag=1001030103_,#教育局回应中学老师网课宣传肖战#【福建厦门一中学老师网课宣传肖战？教育局：收到大量举报，正核实】#厦门中学老师网课宣传肖战#5月15日，有网友爆料，福建厦门莲花中学一班主任在课堂上向学生介绍明星肖战，“花了整整两节课”的时间向全班学生演讲，“为何自己要拖家带口粉肖战，为何肖战可以成为学生的榜样”。网友截取了1分钟的视频内容发布在微博上，并称此事发生在三月。视频中，一位女性的声音说：“我喜欢肖战，我喜欢得坦坦荡荡，最早我就是一个路人散粉，看了《陈情令》之后，就觉得这个小伙子好像挺不错。他被推向了风口浪尖后，我去考古他，发现这个小伙子没有什么黑料。我喜欢他，我希望我的孩子也学习他，甚至我所有的家人都非常喜欢他。”她还表示，“因为喜欢，我推荐大家也可以去喜欢他，希望我的学生像他一样阳光挺拔、谦逊有礼、上进善良。甚至今天在电脑前听课的，我不知道有没有家长，我也一样推荐给家长了解一下，这个人接受过正统的国家教育，上过大学本科。你的孩子如果去喜欢他，让他成为孩子的榜样，有没有错（没错），粉他，可能问题不会太大。”15日下午，南都记者向厦门市教育局求证此事，一名工作人员告诉南都记者，“思明区教育局的（工作人员）已经到学校去处理这个事了，但是目前是什么情况，我们这边还没有接到反馈。”思明区教育局一名工作人员表示，正在跟进此事。“已经接到群众关于此事的反馈，具体情况还在核实当中。
红星新闻,官方媒体,2月15日,日本疫情加剧,0.9642264,https://weibo.com/6105713761/IuiCOtYw4?refer_flag=1001030103_,18岁、19岁、20岁……哪有什么超级英雄，只是一群孩子换上军装，学着前辈的样子守护大家！火神山执勤武警下哨后的纯朴笑容，又暖心又戳泪，辛苦了，希望你们都平安归来，凯旋时一个都不能少！
Fu思乱想,普通用户,2月2日,求助哭诉核酸检测跟不上,0.99965274,https://weibo.com/1773050100/Isl79bGil?refer_flag=1001030103_,我武汉28岁的表妹快不行了！[泪][泪][泪]医生说这两天 再没有床位真的就没有希望了…… 相依为命的母女俩都被感染新型冠状病毒[泪][泪][泪][泪][泪][泪]，虽然知道茫茫人海里，大家并不一定能看到我的留言，但是还是想来诉说一下这种看着一个鲜活的生活在跟前一点点消逝的绝望！表妹十二月底发烧感冒去医院拍CT的时候还没有感染，去的时候没有任何保护措施，回家以后就开始高烧不断，一月26号再拍CT的时候医生说应该是被感染了！接下来的日子，几乎每天奔波于医院各种排队，拖着越来越赢弱的身子，越来越绝望！医生开药，每次开一天，每天往医院跑，一去就说耗一天，前三天开始已经实在站不住，只能靠着妈妈推轮椅，步行或者蹬三轮往医院送，连着两天都是一天一宿通宵达旦的在医院排队，可是还是依旧没有排上核酸检测的机会！好绝望啊！！看着医院里一天有四个人因为呼吸不顺畅人就走了……没有检测，就不能确诊，不能确诊就没有机会排队床位，排上核酸检测也还要再排队等床位????????????????????????她的两个肺都不行了啊！！！！！她才28岁啊！！！！！她那么坚强，说不出话来了，还要安慰我们！！！！！好不容易毕业工作，好不容易考上了武大研究生，为什么要因为别人的失误赔上命！？！！现在社区说一个核酸不够证明，要两个！？WQNMD！！！！绝望啊！！！！！！！！为什么会这么绝望！！！！！！！！！！！#全国累计确诊14380例#  他们这群不给确认的人也是鲜活的生命啊！！
环球网,官方媒体,2月15日,,0.5441303,https://weibo.com/1686546714/IulJOq4D4?refer_flag=1001030103_&type=comment#_rnd1598360132543,#日本疫情#【日本厚生劳动大臣：#新冠肺炎已开始在日本流行#】据日本电视台15日报道，日本厚生劳动大臣加藤胜信15日在记者会上称，目前情况“已经发生变化”，新冠肺炎已在事实上开始在日本流行。报道称，加藤胜信在记者会上表示，目前日本国内已有多达5个地方出现了与中国无直接关系、且不知感染途径的确诊病例。“今后需要更深入的调查，现在状况已经发生了变化。”加藤胜信还说，16日将召开专家会议，探讨当前新冠肺炎在日本国内“处于什么流行阶段”。此外，据日本共同社报道，和歌山县15日新增的3例新冠肺炎患者为同一外科的50多岁男性医生、医生的妻子，以及一名60多岁男性住院患者。另据日本放送协会(NHK)报道，东京15日新增的8例确诊患者中有7人都曾与13日确诊的出租车司机出席同一场年会，剩下的1人曾乘坐新干线到爱知县出差。而名古屋市15日新确诊的60多岁女性感染者，是该市14日确诊的一名从夏威夷回国的老年男性的妻子。
小熊吃梨,普通用户,5月16日,,0.78063524,https://weibo.com/5106403702/J26dqqXGZ?refer_flag=1001030103_,很抱歉打扰到大家，我是厦门校园的前主编，早在半年前离开厦门校园的岗位。来说说今天我被肖战粉丝轰炸的事情吧[晕]今天热搜爆了一个肖战相关的微博话题，内容引起了肖战粉丝的不满。由于厦门校园这个账号，在我离开岗位的时候没有删除更换相关的身份信息，（也就是我的手机号当时没有解绑下来），信息一直挂在账号的首页里，所以今天有挺多粉丝打电话给我，有的态度好一些，有的态度就蛮恶劣。给我打电话的这些人里，有的自称粉丝，有的自称“正义感满满”的路人，在我看来都差不多，因为在我这个素人的眼里，看到的只有打乱我生活和正常工作的疯狂响起的手机铃声。有几点是想说的：1.我没有黑过肖战，移步我的微博搜索关键词一目了然。2.我认为这种行为必然是骚扰，不用解释[衰]3.有什么问题建议直接去联系帐号，我并不负责这个了，无权管理，也无权过问，更没有义务帮忙转达。4.或许我的表述里会让粉丝又找到什么值得钻牛角尖的地方，但是我不是公关大师，我只会表述我自己的感受。5.对于莫名其妙被骚扰到这件事情，不奢求得到粉丝or相应路人的道歉，只希望粉丝能在这个过程中提升自我素养。感谢我朋友们的关心，我的手机号已经暂时关停。希望不要有人再打扰我的现在的生活，不论是电话，还是QQ微信的添加申请。另外付上部分录音，语音也经过变调处理，不用来黑
澎湃新闻,官方媒体,1月25日,梁武东去世,0.2253065,https://weibo.com/5044281310/Ir5j4iRXW?refer_flag=1001030103_&type=comment,湖北省中西医结合医院耳鼻喉科医生梁武东因新冠肺炎离世】1月25日早上9点12分，湖北省中西医结合医院（新华医院）耳鼻喉科门诊一名工作人员告诉澎湃新闻，2020年1月16日，该院耳鼻喉科医生梁武东疑似感染新型冠状病毒肺炎，18日，其转到金银潭医院就诊，于1月25日早上7时许不幸去世，享年62岁。
中国新闻周刊,官方媒体,2月13日,,0.6077051,https://weibo.com/1642512402/Iu01Yc3YI?refer_flag=1001030103_,【中央指导组副组长陈一新：#武汉感染人数未摸清# 潜在被感染基数或较大】#周刊君与你共同战疫#“要清醒认识武汉疫情的不确定性。与输入地相比，武汉感染者底数还没有完全摸清，蔓延扩散的规模也没有较为精准的估计预测。据有关方面推算，武汉潜在被感染的基数可能还比较大。”（中央政法委长安剑） °中央指导组副组长陈一新：武汉感染人数未摸清...
